id,subject,status,priority,type,created_at,updated_at,custom_fields.cf_sgdb,custom_fields.cf_ambiente,custom_fields.cf_csi_status
57232,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-28T10:00:09Z,2026-01-28T13:16:57Z,Oracle,Produção,
57229,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-28T10:00:04Z,2026-01-28T13:18:07Z,Oracle,Produção,
57231,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-28T10:00:04Z,2026-01-28T13:18:08Z,Oracle,Produção,
57230,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-28T10:00:04Z,2026-01-28T13:18:07Z,Oracle,Produção,
57228,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-28T10:00:03Z,2026-01-28T13:18:06Z,Oracle,Produção,
57227,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-28T10:00:03Z,2026-01-28T13:18:05Z,Oracle,Produção,
57226,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-28T09:57:40Z,2026-01-28T12:27:01Z,Sql Server,Produção,NA - Não aplicável
57225,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-28T09:56:05Z,2026-01-28T12:28:12Z,Sql Server,Produção,NA - Não aplicável
57224,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-28T09:55:31Z,2026-01-28T12:28:48Z,Sql Server,Produção,NA - Não aplicável
57223,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-28T09:55:30Z,2026-01-28T12:30:23Z,Sql Server,Produção,NA - Não aplicável
57222,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-28T09:55:28Z,2026-01-28T12:30:56Z,Sql Server,Produção,NA - Não aplicável
57221,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-28T09:55:27Z,2026-01-28T12:31:20Z,Sql Server,Produção,NA - Não aplicável
57220,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-28T09:55:25Z,2026-01-28T12:31:45Z,Sql Server,Produção,NA - Não aplicável
57219,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-28T09:55:24Z,2026-01-28T12:32:44Z,Sql Server,Produção,NA - Não aplicável
57218,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-28T09:55:23Z,2026-01-28T12:32:10Z,Sql Server,Produção,NA - Não aplicável
57217,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-28T09:55:12Z,2026-01-28T13:21:08Z,Sql Server,Produção,NA - Não aplicável
57216,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-28T09:49:02Z,2026-01-28T13:18:12Z,Oracle,Produção,
57198,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-27T11:00:16Z,2026-01-27T12:10:24Z,Sql Server,Produção,NA - Não aplicável
57197,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-27T11:00:12Z,2026-01-27T12:46:34Z,Oracle,Produção,
57193,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-27T10:13:38Z,2026-01-27T12:47:34Z,Oracle,Produção,
57192,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-27T10:06:08Z,2026-01-27T12:10:47Z,Sql Server,Produção,NA - Não aplicável
57191,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-27T10:03:42Z,2026-01-27T12:49:02Z,Oracle,Produção,
57190,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-27T10:00:14Z,2026-01-27T12:49:18Z,Oracle,Produção,
57189,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-27T10:00:08Z,2026-01-27T13:22:37Z,Oracle,Produção,
57188,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-27T10:00:04Z,2026-01-27T13:22:46Z,Oracle,Produção,
57187,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-27T10:00:04Z,2026-01-27T13:22:57Z,Oracle,Produção,
57184,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-27T10:00:04Z,2026-01-27T13:23:24Z,Oracle,Produção,
57185,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-27T10:00:04Z,2026-01-27T13:23:24Z,Oracle,Produção,
57186,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-27T10:00:04Z,2026-01-27T13:23:24Z,Oracle,Produção,
57183,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-27T09:56:04Z,2026-01-27T12:11:24Z,Sql Server,Produção,NA - Não aplicável
57182,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-27T09:55:29Z,2026-01-27T12:12:31Z,Sql Server,Produção,NA - Não aplicável
57181,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-27T09:55:26Z,2026-01-27T12:11:48Z,Sql Server,Produção,NA - Não aplicável
57180,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-27T09:55:24Z,2026-01-27T12:13:05Z,Sql Server,Produção,NA - Não aplicável
57179,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-27T09:55:23Z,2026-01-27T12:13:29Z,Sql Server,Produção,NA - Não aplicável
57178,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-27T09:55:21Z,2026-01-27T12:30:28Z,Sql Server,Produção,NA - Não aplicável
57177,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-27T09:55:20Z,2026-01-27T12:30:50Z,Sql Server,Produção,NA - Não aplicável
57176,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-27T09:55:19Z,2026-01-27T12:31:11Z,Sql Server,Produção,NA - Não aplicável
57175,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-27T09:55:17Z,2026-01-27T12:32:06Z,Sql Server,Produção,NA - Não aplicável
57173,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-27T09:49:49Z,2026-01-27T13:23:11Z,Oracle,Produção,
57157,INFO SIS: Database Checklist on Server: EC2AMAZ-KTTVFEL,5,1,Checklist,2026-01-26T11:55:07Z,2026-01-26T16:13:07Z,Sql Server,Produção,NA - Não aplicável
57154,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-26T11:00:37Z,2026-01-26T11:05:48Z,Sql Server,Produção,NA - Não aplicável
57153,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-26T11:00:12Z,2026-01-26T12:40:04Z,Oracle,Produção,
57149,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-26T10:14:09Z,2026-01-26T12:40:27Z,Oracle,Produção,
57148,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-26T10:06:59Z,2026-01-26T11:06:46Z,Sql Server,Produção,NA - Não aplicável
57147,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-26T10:03:49Z,2026-01-26T12:41:35Z,Oracle,Produção,
57146,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-26T10:00:14Z,2026-01-26T12:42:02Z,Oracle,Produção,
57145,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-26T10:00:11Z,2026-01-26T12:42:16Z,Oracle,Produção,
57144,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-26T10:00:04Z,2026-01-26T12:42:40Z,Oracle,Produção,
57143,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-26T10:00:04Z,2026-01-26T12:42:52Z,Oracle,Produção,
57142,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-26T10:00:04Z,2026-01-26T12:43:49Z,Oracle,Produção,
57141,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-26T10:00:03Z,2026-01-26T12:43:56Z,Oracle,Produção,
57140,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-26T10:00:03Z,2026-01-26T12:43:37Z,Oracle,Produção,
57139,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-26T09:56:54Z,2026-01-26T11:07:30Z,Sql Server,Produção,NA - Não aplicável
57138,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-26T09:55:49Z,2026-01-26T11:08:10Z,Sql Server,Produção,NA - Não aplicável
57137,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-26T09:55:14Z,2026-01-26T11:08:33Z,Sql Server,Produção,NA - Não aplicável
57136,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-26T09:55:13Z,2026-01-26T11:09:12Z,Sql Server,Produção,NA - Não aplicável
57135,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-26T09:55:12Z,2026-01-26T12:38:16Z,Sql Server,Produção,NA - Não aplicável
57134,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-26T09:55:09Z,2026-01-26T11:09:49Z,Sql Server,Produção,NA - Não aplicável
57133,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-26T09:55:07Z,2026-01-26T11:10:17Z,Sql Server,Produção,NA - Não aplicável
57132,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-26T09:55:06Z,2026-01-26T11:10:44Z,Sql Server,Produção,NA - Não aplicável
57131,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-26T09:55:04Z,2026-01-26T11:11:38Z,Sql Server,Produção,NA - Não aplicável
57130,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-26T09:55:03Z,2026-01-26T11:12:15Z,Sql Server,Produção,NA - Não aplicável
57129,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-26T09:48:10Z,2026-01-26T12:43:11Z,Oracle,Produção,
57066,INFO SIS: Database Checklist on Server: EC2AMAZ-KTTVFEL,5,1,Checklist,2026-01-23T11:55:08Z,2026-01-23T12:33:10Z,Sql Server,Produção,NA - Não aplicável
57063,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-23T11:00:17Z,2026-01-23T12:29:51Z,Sql Server,Produção,NA - Não aplicável
57062,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-23T11:00:09Z,2026-01-23T13:37:58Z,Oracle,Produção,
57058,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-23T10:14:02Z,2026-01-23T13:49:22Z,Oracle,Produção,
57057,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-23T10:06:09Z,2026-01-23T12:30:16Z,Sql Server,Produção,NA - Não aplicável
57056,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-23T10:03:48Z,2026-01-23T13:49:35Z,Oracle,Produção,
57055,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-23T10:00:16Z,2026-01-23T13:55:41Z,Oracle,Produção,
57054,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-23T10:00:09Z,2026-01-23T13:56:03Z,Oracle,Produção,
57052,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-23T10:00:04Z,2026-01-23T13:56:28Z,Oracle,Produção,
57053,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-23T10:00:04Z,2026-01-23T13:56:29Z,Oracle,Produção,
57049,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-23T10:00:03Z,2026-01-23T13:56:28Z,Oracle,Produção,
57051,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-23T10:00:03Z,2026-01-23T13:56:28Z,Oracle,Produção,
57050,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-23T10:00:03Z,2026-01-23T13:56:28Z,Oracle,Produção,
57048,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-23T09:56:04Z,2026-01-23T12:30:52Z,Sql Server,Produção,NA - Não aplicável
57047,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-23T09:55:30Z,2026-01-23T12:33:44Z,Sql Server,Produção,NA - Não aplicável
57046,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-23T09:55:26Z,2026-01-23T12:31:23Z,Sql Server,Produção,NA - Não aplicável
57045,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-23T09:55:25Z,2026-01-23T12:31:47Z,Sql Server,Produção,NA - Não aplicável
57044,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-23T09:55:23Z,2026-01-23T12:32:10Z,Sql Server,Produção,NA - Não aplicável
57043,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-23T09:55:22Z,2026-01-23T12:32:34Z,Sql Server,Produção,NA - Não aplicável
57042,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-23T09:55:20Z,2026-01-23T12:37:08Z,Sql Server,Produção,NA - Não aplicável
57041,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-23T09:55:19Z,2026-01-23T12:37:57Z,Sql Server,Produção,NA - Não aplicável
57040,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-23T09:55:17Z,2026-01-23T12:38:21Z,Sql Server,Produção,NA - Não aplicável
57039,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-23T09:55:12Z,2026-01-23T13:56:42Z,Oracle,Produção,NA - Não aplicável
57038,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-23T09:49:26Z,2026-01-23T13:36:46Z,Oracle,Produção,
57337,INFO SIS: Database Checklist on Server: EC2AMAZ-KTTVFEL,5,1,Checklist,2026-01-30T11:55:08Z,2026-01-30T12:19:21Z,Sql Server,Produção,NA - Não aplicável
57336,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-30T11:00:13Z,2026-01-30T13:08:39Z,Oracle,Produção,
57335,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-30T10:59:58Z,2026-01-30T12:19:50Z,Sql Server,Produção,NA - Não aplicável
57331,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-30T10:14:55Z,2026-01-30T13:15:11Z,Oracle,Produção,
57330,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-30T10:06:51Z,2026-01-30T12:20:22Z,Sql Server,Produção,NA - Não aplicável
57329,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-30T10:04:05Z,2026-01-30T13:15:47Z,Oracle,Produção,
57328,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-30T10:00:14Z,2026-01-30T13:16:23Z,Oracle,Produção,
57327,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-30T10:00:11Z,2026-01-30T13:16:40Z,Oracle,Produção,
57326,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-30T10:00:04Z,2026-01-30T13:17:33Z,Oracle,Produção,
57325,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-30T10:00:04Z,2026-01-30T13:17:33Z,Oracle,Produção,
57324,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-30T10:00:03Z,2026-01-30T13:17:33Z,Oracle,Produção,
57322,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-30T10:00:03Z,2026-01-30T13:17:32Z,Oracle,Produção,
57323,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-30T10:00:03Z,2026-01-30T13:17:33Z,Oracle,Produção,
57321,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-30T09:56:34Z,2026-01-30T12:20:52Z,Sql Server,Produção,NA - Não aplicável
57320,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-30T09:55:29Z,2026-01-30T12:21:17Z,Sql Server,Produção,NA - Não aplicável
57319,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-30T09:55:27Z,2026-01-30T12:21:47Z,Sql Server,Produção,NA - Não aplicável
57318,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-30T09:55:26Z,2026-01-30T12:22:10Z,Sql Server,Produção,NA - Não aplicável
57317,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-30T09:55:24Z,2026-01-30T12:23:32Z,Sql Server,Produção,NA - Não aplicável
57316,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-30T09:55:23Z,2026-01-30T12:22:54Z,Sql Server,Produção,NA - Não aplicável
57315,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-30T09:55:21Z,2026-01-30T12:23:59Z,Sql Server,Produção,NA - Não aplicável
57314,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-30T09:55:20Z,2026-01-30T12:24:26Z,Sql Server,Produção,NA - Não aplicável
57313,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-30T09:55:18Z,2026-01-30T12:24:59Z,Sql Server,Produção,NA - Não aplicável
57312,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-30T09:55:12Z,2026-01-30T13:17:55Z,Sql Server,Produção,NA - Não aplicável
57311,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-30T09:49:06Z,2026-01-30T13:18:27Z,Oracle,Produção,
